STT,Ho va ten,Ma sinh vien,Chuyen can,Kiem tra giua ky,Diem BTL,Kiem tra cuoi ky,TBM
30686,Pham Gia Mai,B22DCBC468,9.6,3.7,6.1,7.8,6.8
30687,Doan Manh Hung,B24DCKH498,9.2,0.9,0.3,6.0,4.1
30688,Ta Xuan Bao,B24DCMR122,9.1,5.5,3.0,2.7,5.1
30689,Phan Duc Hieu,B22DCQT026,6.3,2.0,1.7,1.8,3.0
30690,Doan Thi Ha,B22DCMR107,8.1,9.2,8.3,6.0,7.9
30691,Huynh Xuan Giang,B23DCPT002,8.6,0.9,0.7,6.6,4.2
30692,Hoang Huu Ha,B24DCVT694,8.1,8.1,7.1,6.9,7.5
30693,Doan Duc Vy,B22DCQT645,9.6,0.2,3.4,6.1,4.8
30694,Do Quang Bao,B21DCKH415,8.4,2.7,8.8,0.9,5.2
30695,Tran Xuan Quang,B24DCQT497,6.9,0.2,0.2,4.5,3.0
30696,Mai Huu Nhi,B21DCAT483,6.7,9.9,3.8,1.1,5.4
30697,Duong Duc Ngoc,B22DCPT003,9.8,0.6,5.1,6.3,5.5
30698,Huynh Minh Thang,B24DCQT086,6.2,3.3,9.8,3.7,5.8
30699,Bui Thi Nga,B23DCKH667,7.2,9.4,0.7,6.8,6.0
30700,Mai Minh Anh,B24DCKH473,7.0,0.1,6.6,0.3,3.5
30701,Pham Thanh Linh,B22DCCN810,6.1,4.4,7.1,6.3,6.0
30702,Ho Quang Linh,B22DCFT382,6.3,6.1,4.3,0.2,4.2
30703,Vu Thanh Nhi,B24DCCN487,9.1,3.0,0.6,4.3,4.2
30704,Do Gia Binh,B22DCAT348,8.1,4.4,6.5,4.9,6.0
30705,Doan Dinh Phuc,B24DCMR361,7.6,3.4,3.4,0.0,3.6
30706,Tran Xuan Ngan,B22DCKT754,6.5,4.9,8.0,5.0,6.1
30707,Dang Bao Bao,B24DCMR864,6.9,7.4,4.0,1.1,4.9
30708,Le Minh Nam,B21DCFT027,8.8,2.8,1.9,2.6,4.0
30709,Le Minh Hai,B21DCBC634,7.7,7.5,2.1,6.7,6.0
30710,Nguyen Quoc Quang,B24DCPT861,9.6,0.4,1.9,8.9,5.2
30711,Hoang Thanh Phong,B22DCKT206,7.5,1.8,1.0,4.1,3.6
30712,Ta Xuan Duy,B24DCFT984,6.6,2.1,7.3,4.5,5.1
30713,Mai Quang Trung,B23DCBC819,7.8,0.8,2.1,3.6,3.6
30714,Ho Thu Son,B21DCQT415,9.6,2.9,7.3,3.4,5.8
30715,Huynh Huu Binh,B23DCQT506,8.7,7.9,0.7,1.0,4.6
30716,Ly Cong Chau,B24DCVT042,6.8,4.2,7.4,8.0,6.6
30717,Tran Quang Tuan,B24DCCN398,7.7,0.8,9.0,7.9,6.3
30718,Ly Thanh Ngoc,B24DCKH121,7.3,3.6,2.1,5.2,4.5
30719,Doan Huu Linh,B22DCQT095,7.0,3.0,4.8,2.5,4.3
30720,Dang Huu Trang,B21DCCN682,7.9,8.6,1.5,5.2,5.8
30721,Ngo Ngoc Nam,B22DCKH117,8.6,5.5,5.2,9.8,7.3
30722,Nguyen Minh Trang,B24DCPT840,6.3,4.7,10.0,4.4,6.3
30723,Duong Dinh An,B21DCAT744,8.0,1.9,5.8,2.3,4.5
30724,Ta Huu Mai,B24DCKH285,6.3,7.4,10.0,7.2,7.7
30725,Doan Xuan Vy,B24DCKH550,7.9,5.7,1.7,2.1,4.4
30726,Tran Thanh Long,B21DCQT725,9.5,1.4,0.7,5.5,4.3
30727,Ngo Thanh Thang,B24DCMR816,9.3,3.0,6.2,6.6,6.3
30728,Pham Quoc Son,B22DCAT509,8.5,6.2,3.2,1.3,4.8
30729,Bui Dinh Thang,B22DCKH451,9.2,6.1,4.0,7.7,6.7
30730,Duong Huu Hoa,B24DCMR784,9.9,0.2,8.3,7.7,6.5
30731,Mai Van Huong,B21DCAT012,7.3,3.4,1.2,4.2,4.0
30732,Mai Manh Ha,B21DCAT990,9.3,9.2,1.2,4.4,6.0
30733,Doan Gia Viet,B21DCQT432,8.7,4.3,2.7,1.6,4.3
30734,Phan Van Hieu,B23DCPT787,6.5,10.0,3.9,8.6,7.2
30735,Dinh Quoc Phong,B22DCCN842,7.1,4.9,1.7,9.4,5.8
30736,Do Van Quang,B22DCQT818,9.6,6.8,1.5,9.9,6.9
30737,Tran Thu Bao,B24DCQT035,7.3,7.6,1.0,5.5,5.3
30738,Le Manh Ngan,B22DCVT843,6.9,8.6,5.2,6.8,6.9
30739,Dinh Manh Mai,B23DCCN218,6.3,2.8,5.0,2.3,4.1
30740,Phan Ngoc Thang,B23DCBC607,6.4,6.6,9.1,1.3,5.9
30741,Ngo Quoc Vy,B22DCVT172,6.3,8.4,7.4,2.1,6.1
30742,Vu Thanh Khanh,B21DCBC786,6.1,8.1,4.5,5.6,6.1
30743,Vo Huu Phuc,B21DCCN260,9.1,8.4,3.9,6.1,6.9
30744,Ly Ngoc Linh,B24DCMR398,9.1,6.7,7.3,2.5,6.4
30745,Phan Gia Yen,B24DCCN504,9.3,6.2,1.0,1.0,4.4
30746,Dang Manh Ngan,B22DCBC330,7.6,2.8,2.8,7.6,5.2
30747,Bui Xuan Ly,B23DCKH830,8.4,1.8,8.5,1.4,5.0
30748,Ngo Thi Dung,B24DCAT153,6.2,4.0,3.4,9.9,5.9
30749,Tran Duc Nhi,B21DCMR747,8.2,5.9,3.0,0.1,4.3
30750,Mai Xuan Anh,B23DCQT809,8.4,10.0,4.2,5.6,7.0
30751,Ly Thanh Chi,B24DCMR187,9.2,1.5,0.7,1.1,3.1
30752,Ngo Dinh Ha,B23DCBC076,8.1,0.4,4.9,4.5,4.5
30753,Mai Ngoc Chau,B22DCKH848,9.5,1.3,0.7,7.8,4.8
30754,Bui Thanh Hai,B22DCMR521,9.2,6.8,7.9,1.4,6.3
30755,Ta Van Dung,B24DCKT942,7.1,4.3,3.0,1.6,4.0
30756,Pham Duc Nhi,B24DCFT956,6.1,4.9,1.3,3.8,4.0
30757,Phan Bao Anh,B24DCQT138,9.2,4.3,8.1,7.1,7.2
30758,Bui Xuan Anh,B21DCMR618,8.9,4.4,1.6,7.0,5.5
30759,Ta Van Hai,B23DCVT998,7.1,3.0,0.6,0.2,2.7
30760,Vu Cong Khanh,B21DCVT603,6.8,1.9,6.4,4.7,5.0
30761,Do Van Long,B21DCPT552,8.1,5.4,5.3,6.7,6.4
30762,Bui Quang Vy,B21DCCN836,6.8,1.0,1.7,8.5,4.5
30763,Dang Quoc Thang,B24DCKH216,7.9,7.8,9.6,8.7,8.5
30764,Pham Ngoc Huong,B23DCKH476,9.4,2.9,3.0,1.8,4.3
30765,Doan Dinh Anh,B23DCKT213,6.2,7.5,6.1,1.5,5.3
30766,Ho Van Phuong,B22DCVT429,7.0,8.0,0.4,3.8,4.8
30767,Ly Thanh Bao,B21DCCN384,8.1,7.9,0.9,1.0,4.5
30768,Ho Quang Chi,B22DCVT781,6.1,7.2,4.7,1.1,4.8
30769,Nguyen Minh Giang,B22DCAT824,7.8,0.7,5.1,8.6,5.5
30770,Ngo Huu Huong,B21DCVT782,8.9,9.4,3.4,2.1,6.0
30771,Vu Gia Ly,B21DCCN654,8.1,0.8,6.9,4.2,5.0
30772,Bui Dinh Yen,B21DCMR585,6.4,5.3,4.1,3.1,4.7
30773,Le Dinh Hung,B21DCKH742,7.1,1.9,2.8,5.3,4.3
30774,Le Van Ly,B23DCKH218,6.4,8.4,7.8,4.2,6.7
30775,Ta Bao Trung,B21DCPT846,6.7,0.6,1.7,7.2,4.0
30776,Duong Huu Quang,B21DCVT451,7.6,6.7,9.5,8.1,8.0
30777,Duong Manh Duy,B24DCFT841,8.9,9.4,4.3,0.2,5.7
30778,Bui Gia Khanh,B21DCCN824,7.0,3.4,3.9,3.1,4.4
30779,Dinh Bao Linh,B23DCQT132,8.1,5.5,5.9,6.7,6.5
30780,Dinh Bao Quan,B23DCKH199,8.1,8.0,1.4,0.5,4.5
30781,Tran Gia Phuc,B22DCAT096,8.3,0.5,4.0,9.4,5.6
30782,Ho Bao Hoa,B22DCBC644,9.6,7.1,7.2,2.8,6.7
30783,Pham Bao Ngan,B21DCQT391,6.4,2.7,0.7,6.4,4.1
30784,Ta Van Chau,B21DCQT015,7.5,4.1,2.9,4.7,4.8
30785,Pham Cong Thao,B21DCKT802,6.4,2.1,3.7,9.7,5.5
30786,Dinh Minh Trung,B22DCCN062,8.5,6.6,10.0,6.9,8.0
30787,Ta Cong An,B21DCMR593,6.8,2.8,8.1,6.2,6.0
30788,Nguyen Thu Phong,B23DCAT162,9.2,6.8,3.7,2.6,5.6
30789,Vo Minh Chau,B21DCKT044,8.2,2.7,9.1,0.1,5.0
30790,Nguyen Thanh Huy,B23DCQT657,7.6,5.8,4.9,4.0,5.6
30791,Dang Duc Vy,B23DCMR489,7.4,6.4,6.4,6.8,6.8
30792,Huynh Dinh Phuc,B23DCPT463,8.3,5.1,0.7,7.0,5.3
30793,Huynh Thanh Thao,B22DCAT126,8.0,6.6,0.2,7.0,5.4
30794,Bui Thi Tam,B22DCMR882,8.3,2.2,6.3,9.6,6.6
30795,Ta Ngoc Mai,B24DCBC094,6.6,4.1,8.7,9.7,7.3
30796,Le Cong Trung,B22DCFT636,6.2,3.4,5.4,1.0,4.0
30797,Duong Duc Anh,B24DCKT044,7.2,7.5,3.7,0.6,4.8
30798,Phan Xuan Ngoc,B21DCKT701,6.8,0.4,6.6,8.5,5.6
30799,Dinh Minh Ha,B22DCQT033,7.0,7.4,2.9,7.8,6.3
30800,Dinh Quoc Binh,B23DCMR861,8.1,5.7,4.4,8.3,6.6
30801,Ngo Huu Tuan,B24DCAT296,9.8,7.5,4.4,4.0,6.4
30802,Vo Thu Trung,B22DCKH950,8.6,4.8,3.3,1.6,4.6
30803,Do Dinh Duy,B22DCBC259,8.6,4.3,1.8,9.5,6.0
30804,Dang Quang Phuc,B22DCVT411,8.8,1.4,4.2,8.6,5.8
30805,Dang Manh Hung,B21DCMR445,8.1,2.7,4.6,5.9,5.3
30806,Vu Quang Tam,B22DCFT700,6.3,2.5,7.0,6.5,5.6
30807,Ngo Xuan Duy,B23DCBC147,9.6,0.2,0.3,5.9,4.0
30808,Pham Quang Ngan,B23DCFT871,9.2,3.2,7.8,6.5,6.7
30809,Duong Duc Tam,B22DCPT074,6.2,4.4,9.3,6.3,6.6
30810,Huynh Thanh Chi,B24DCKH455,8.5,4.9,2.2,9.2,6.2
30811,Ta Ngoc Quang,B23DCCN031,8.9,9.6,1.7,5.1,6.3
30812,Dinh Duc Tu,B22DCQT753,9.5,6.0,9.3,4.7,7.4
30813,Bui Cong Ha,B23DCQT763,6.3,7.8,0.7,9.0,5.9
30814,Tran Thanh Mai,B24DCCN814,7.6,3.6,2.4,7.9,5.4
30815,Vo Thi Hung,B21DCAT429,8.5,7.1,8.8,5.1,7.4
30816,Ngo Quang Phong,B23DCFT696,7.1,5.7,4.2,9.9,6.7
30817,Dang Xuan Linh,B23DCCN892,9.7,5.3,2.8,5.3,5.8
30818,Phan Quoc Tuan,B24DCKH831,8.2,9.6,0.4,4.7,5.7
30819,Bui Thi Linh,B21DCVT631,6.8,9.9,8.3,3.7,7.2
30820,Tran Thanh Phuc,B24DCPT286,7.9,1.4,3.1,6.6,4.8
30821,Vo Ngoc Vy,B23DCCN483,9.5,4.0,10.0,0.2,5.9
30822,Do Thu Ly,B24DCQT892,7.0,3.1,2.4,2.5,3.8
30823,Ho Manh Vy,B23DCKT435,6.6,7.9,5.0,3.2,5.7
30824,Dinh Dinh Hai,B23DCAT995,7.3,0.4,3.6,7.6,4.7
30825,Ly Manh Hieu,B24DCMR665,9.5,5.5,4.5,8.5,7.0
30826,Duong Quoc Dung,B21DCBC131,9.3,5.3,2.3,4.5,5.4
30827,Nguyen Dinh Ly,B23DCPT395,8.5,2.9,5.3,7.9,6.2
30828,Pham Duc Vy,B22DCFT661,8.3,9.4,2.2,5.7,6.4
30829,Vu Bao Son,B23DCPT165,8.0,7.1,9.6,2.2,6.7
30830,Nguyen Minh Chau,B22DCVT005,7.1,4.5,0.5,1.5,3.4
30831,Phan Van Ly,B24DCKT306,8.0,0.9,6.9,1.4,4.3
30832,Vo Minh Ngoc,B22DCKT956,8.1,4.9,2.2,5.2,5.1
30833,Ho Quoc Hieu,B24DCVT084,7.8,7.7,2.8,1.4,4.9
30834,Ly Quang Long,B24DCVT617,7.5,4.4,1.1,6.3,4.8
30835,Ly Duc Anh,B23DCBC471,9.7,7.2,4.8,8.7,7.6
30836,Doan Duc Son,B22DCAT962,8.3,2.5,4.3,8.1,5.8
30837,Pham Thi Nga,B24DCVT499,7.0,9.1,4.5,5.8,6.6
30838,Do Xuan Thao,B23DCMR563,8.8,0.5,0.8,8.9,4.8
30839,Mai Huu Tam,B22DCAT720,6.9,5.5,4.1,3.6,5.0
30840,Do Duc Thang,B24DCPT151,6.3,7.9,8.0,0.4,5.6
30841,Pham Huu Hung,B21DCPT026,7.9,6.8,9.9,2.0,6.7
30842,Le Bao Huong,B21DCAT792,7.8,7.3,9.9,3.1,7.0
30843,Ho Dinh Nam,B22DCPT102,8.3,10.0,8.9,6.4,8.4
30844,Bui Quang Huy,B22DCFT862,7.0,1.7,2.0,4.3,3.8
30845,Ho Thu Viet,B21DCPT914,6.8,5.1,2.3,2.7,4.2
30846,Mai Huu Dung,B24DCPT104,6.6,3.9,1.3,8.6,5.1
30847,Huynh Quoc Phong,B21DCKH654,8.1,4.9,8.6,9.5,7.8
30848,Duong Van Duy,B21DCPT653,9.5,2.5,1.5,4.4,4.5
30849,Le Cong Vy,B21DCQT076,9.0,3.2,6.6,8.0,6.7
30850,Do Huu Vy,B22DCPT460,7.8,4.8,9.7,1.8,6.0
30851,Ly Thi Vy,B21DCAT013,8.8,1.8,5.7,2.5,4.7
30852,Ho Thu Lan,B24DCQT189,7.7,6.5,0.3,2.2,4.2
30853,Dinh Duc Huy,B24DCKT007,8.0,2.8,6.4,1.6,4.7
30854,Do Bao Nam,B24DCFT893,8.6,8.6,3.0,7.5,6.9
30855,Tran Thanh Long,B23DCPT176,6.4,7.1,9.1,6.4,7.2
30856,Do Quang Lan,B22DCPT713,6.4,6.4,0.9,2.1,4.0
30857,Bui Dinh Binh,B21DCQT756,9.5,6.6,4.0,7.2,6.8
30858,Dang Van Linh,B22DCKT602,7.0,2.6,8.3,9.9,6.9
30859,Vo Xuan Hoa,B22DCBC404,6.4,4.0,2.0,0.1,3.1
30860,Dinh Xuan Hieu,B22DCPT144,9.5,8.2,8.4,6.5,8.2
30861,Mai Cong Tam,B22DCBC837,7.1,3.2,4.4,7.6,5.6
30862,Duong Thu Ly,B24DCQT656,7.7,7.6,0.3,3.0,4.7
30863,Do Gia Bao,B24DCCN485,7.2,3.6,1.1,3.1,3.8
30864,Phan Gia Ngoc,B24DCCN416,7.9,9.7,8.0,3.5,7.3
30865,Huynh Manh Minh,B22DCKT255,7.8,7.5,9.4,5.4,7.5
30866,Mai Van Duy,B22DCKH470,8.0,0.7,1.7,7.4,4.4
30867,Vu Huu Anh,B22DCVT755,8.5,3.2,7.3,6.4,6.3
30868,Vu Minh Ha,B22DCPT096,8.6,6.7,1.4,3.0,4.9
30869,Do Bao Son,B24DCKT742,7.0,6.9,1.1,7.2,5.5
30870,Phan Van Tu,B24DCPT195,9.2,7.4,3.9,0.7,5.3
30871,Duong Dinh Ngan,B24DCVT090,7.0,8.6,3.0,8.0,6.7
30872,Bui Thi Nga,B21DCBC968,8.8,8.8,1.0,4.8,5.9
30873,Ta Quang Tu,B21DCQT739,8.4,0.6,5.0,8.3,5.6
30874,Ta Ngoc Hai,B24DCVT851,8.6,0.4,3.0,0.8,3.2
30875,Hoang Thu Chau,B21DCMR133,10.0,7.7,6.5,3.5,6.9
30876,Do Van Binh,B23DCPT555,8.2,0.5,4.6,3.2,4.1
30877,Duong Dinh Trung,B21DCVT124,9.3,3.5,2.6,4.3,4.9
30878,Tran Van Vy,B24DCBC860,8.1,6.2,4.7,2.4,5.3
30879,Do Thu Khanh,B21DCCN285,7.4,4.2,8.8,4.0,6.1
30880,Ho Duc Hoa,B23DCCN044,8.4,2.1,6.5,0.4,4.3
30881,Pham Gia Chau,B21DCFT788,8.5,0.6,8.1,7.1,6.1
30882,Huynh Bao Tam,B21DCKT078,9.2,4.3,2.7,6.8,5.8
30883,Bui Dinh Tu,B24DCMR733,8.8,7.1,5.2,5.5,6.7
30884,Do Duc An,B24DCBC930,9.5,7.7,6.0,8.3,7.9
30885,Doan Thi Nam,B22DCFT962,6.9,5.4,8.3,5.7,6.6
30886,Duong Bao Nga,B21DCQT051,7.4,9.7,0.4,1.1,4.7
30887,Pham Quoc Ngan,B24DCVT943,6.1,1.0,0.3,3.4,2.7
30888,Mai Van Khanh,B22DCKT826,6.9,6.6,0.9,0.2,3.6
30889,Huynh Minh Huong,B24DCPT088,9.6,4.1,4.5,2.3,5.1
30890,Phan Huu Thang,B21DCVT890,9.9,5.2,4.1,9.3,7.1
30891,Duong Huu Tu,B22DCAT125,7.3,9.0,9.6,0.1,6.5
30892,Bui Quang Trang,B24DCCN321,6.5,6.3,3.4,5.1,5.3
30893,Dang Quang Bao,B22DCKT387,6.1,7.5,0.4,3.3,4.3
30894,Huynh Huu Tam,B22DCCN015,6.9,7.9,3.2,1.9,5.0
30895,Le Thu Lan,B22DCPT555,6.6,6.3,5.4,4.7,5.7
30896,Dinh Duc Hieu,B22DCKH886,8.9,7.1,5.2,4.6,6.4
30897,Tran Cong Mai,B23DCQT872,8.7,2.3,9.8,3.2,6.0
30898,Phan Huu Quang,B23DCKH029,6.5,8.9,3.3,0.9,4.9
30899,Vo Ngoc Phuong,B23DCQT287,6.1,8.5,6.6,8.9,7.5
30900,Doan Quang Huong,B24DCFT813,8.4,9.6,9.0,9.5,9.1
30901,Hoang Thi Vy,B21DCKH599,9.7,7.7,4.5,3.1,6.2
30902,Dang Gia Huy,B21DCKH431,9.3,5.1,1.1,0.7,4.0
30903,Ly Bao Dung,B22DCVT395,7.0,1.4,7.3,3.0,4.7
30904,Ta Gia Quang,B24DCFT205,8.0,3.3,9.2,3.5,6.0
30905,Doan Thu Linh,B23DCQT273,10.0,6.0,4.6,3.4,6.0
30906,Doan Bao Dung,B24DCPT470,6.1,6.0,2.6,7.6,5.6
30907,Ngo Quoc Dung,B23DCAT897,6.2,2.4,6.8,6.8,5.5
30908,Do Huu Ngan,B21DCAT915,8.5,8.1,5.8,3.2,6.4
30909,Dinh Ngoc Tu,B22DCCN955,8.2,3.4,6.2,5.0,5.7
30910,Phan Minh Huy,B22DCKH820,8.1,7.6,5.8,2.6,6.0
30911,Hoang Van Binh,B22DCQT596,7.6,3.3,4.7,0.5,4.0
30912,Dang Quang Hoa,B23DCAT872,9.2,9.3,7.4,3.6,7.4
30913,Hoang Van Hai,B24DCBC484,8.7,6.1,2.2,8.2,6.3
30914,Dang Van Son,B23DCVT020,8.1,8.8,4.3,7.2,7.1
30915,Huynh Quang Phong,B22DCKH410,8.3,9.5,1.9,5.7,6.3
30916,Ly Thu Tuan,B22DCKT435,7.4,6.1,7.7,7.5,7.2
30917,Pham Minh Nam,B24DCCN591,7.1,5.2,1.4,2.0,3.9
30918,Ngo Cong Linh,B21DCFT605,6.4,7.1,7.9,3.3,6.2
30919,Ngo Cong Phuong,B21DCAT289,6.6,7.8,3.7,3.1,5.3
30920,Duong Thu Yen,B24DCAT766,8.8,3.4,2.4,6.3,5.2
30921,Vo Ngoc Quan,B22DCQT985,8.2,1.7,9.0,9.8,7.2
30922,Ngo Ngoc Ngan,B21DCPT407,8.4,4.9,9.8,7.4,7.6
30923,Ta Minh Quan,B23DCKH469,6.6,2.0,5.4,5.8,5.0
30924,Ho Xuan Thang,B23DCVT016,6.8,2.1,0.9,4.9,3.7
30925,Ly Quoc Minh,B24DCKH987,9.9,6.6,5.1,3.4,6.2
30926,Tran Thanh Thang,B24DCBC377,8.7,7.0,2.3,7.0,6.2
30927,Vu Xuan Hoa,B23DCFT636,6.2,0.6,9.1,6.7,5.6
30928,Ngo Huu Long,B24DCPT334,6.8,5.8,9.6,0.2,5.6
30929,Phan Quoc Chi,B22DCFT346,6.6,9.4,1.9,6.2,6.0
30930,Ta Gia Chi,B21DCPT737,7.7,0.4,9.6,0.8,4.6
30931,Vo Manh Vy,B21DCMR165,6.5,5.8,4.3,7.4,6.0
30932,Nguyen Gia Nhi,B24DCBC231,7.3,1.9,10.0,1.5,5.2
30933,Ta Gia Huong,B21DCVT797,8.5,8.7,1.1,3.7,5.5
30934,Mai Ngoc Ly,B21DCKT875,9.9,9.7,4.2,9.4,8.3
30935,Vo Van Minh,B23DCQT356,6.8,6.7,6.8,1.5,5.5
30936,Phan Manh Nam,B24DCFT964,6.4,6.1,1.9,0.3,3.7
30937,Do Van Huy,B24DCMR598,8.9,6.9,7.1,5.8,7.2
30938,Pham Xuan Viet,B24DCKT083,8.0,0.2,6.9,6.3,5.3
30939,Do Huu Yen,B22DCCN932,9.4,4.7,2.1,8.3,6.1
30940,Phan Bao Minh,B21DCCN963,6.3,6.6,0.8,8.7,5.6
30941,Doan Van Linh,B22DCQT484,6.2,9.4,3.0,7.6,6.6
30942,Vu Cong Nhi,B23DCBC632,9.0,4.4,3.8,0.4,4.4
30943,Tran Quang Viet,B22DCBC763,8.8,5.3,0.2,2.7,4.2
30944,Ho Thu Phong,B22DCKH642,7.1,8.0,7.7,6.4,7.3
30945,Doan Van Chi,B23DCPT452,9.4,8.7,8.8,9.5,9.1
30946,Duong Thanh Duy,B24DCPT012,6.4,8.8,9.5,2.6,6.8
30947,Dang Duc Hung,B21DCAT955,8.1,2.6,5.7,7.4,5.9
30948,Ngo Quang Ha,B24DCPT053,9.4,9.8,2.6,9.0,7.7
30949,Doan Thi Ly,B23DCMR212,8.0,5.8,4.0,5.8,5.9
30950,Phan Dinh Nam,B21DCMR695,8.0,7.5,5.6,4.7,6.5
30951,Hoang Bao Chau,B23DCAT509,6.4,2.8,7.0,6.1,5.6
30952,Vo Thu Vy,B23DCVT996,7.9,8.0,3.5,1.1,5.1
30953,Ngo Manh Khanh,B24DCBC269,9.2,6.5,6.0,2.9,6.1
30954,Pham Thi Nhi,B21DCKH741,6.2,7.6,5.5,10.0,7.3
30955,Pham Minh Yen,B21DCMR257,8.9,1.2,4.9,6.0,5.2
30956,Phan Van Thao,B21DCKH578,7.5,1.8,5.0,3.5,4.5
30957,Vo Thi Tu,B24DCVT053,7.4,4.9,7.7,8.3,7.1
30958,Dang Cong Ha,B21DCQT228,7.6,6.4,0.3,2.2,4.1
30959,Ho Cong Huy,B21DCFT296,9.1,4.1,5.4,4.4,5.8
30960,Vu Bao Chau,B21DCFT623,7.6,8.4,8.0,5.4,7.3
30961,Do Quoc Chi,B24DCMR793,8.1,6.6,9.5,2.5,6.7
30962,Dang Minh Tam,B22DCFT837,7.0,1.3,0.0,4.3,3.2
30963,Ta Ngoc Viet,B21DCBC166,8.5,7.9,9.1,3.2,7.2
30964,Doan Thi Thang,B21DCBC346,9.9,3.2,5.2,4.6,5.7
30965,Vo Dinh Hai,B23DCKH586,9.5,0.2,1.9,6.4,4.5
30966,Le Thanh Phuong,B22DCKT575,8.0,6.0,1.3,8.1,5.8
30967,Vo Xuan An,B24DCPT479,6.8,6.7,3.7,1.2,4.6
30968,Duong Duc Tam,B23DCCN084,7.9,3.3,6.9,5.4,5.9
30969,Le Thanh Huy,B23DCMR219,9.9,9.5,9.7,3.6,8.2
30970,Tran Huu Vy,B23DCCN429,8.3,9.8,8.6,9.7,9.1
30971,Bui Dinh Nhi,B24DCQT063,8.0,3.2,3.5,5.9,5.2
30972,Ngo Huu Linh,B21DCFT294,9.9,7.1,2.8,4.1,6.0
30973,Dinh Manh Quan,B23DCVT167,7.0,4.5,1.1,1.4,3.5
30974,Ngo Duc Long,B24DCKH561,7.8,3.7,9.6,10.0,7.8
30975,Hoang Minh Huong,B24DCKH706,7.2,1.1,7.0,5.4,5.2
30976,Ta Thu Dung,B24DCKT955,9.9,4.9,3.3,0.6,4.7
30977,Do Gia Nam,B23DCKH394,7.7,6.1,7.2,2.0,5.8
30978,Ngo Huu Long,B23DCKH986,7.7,9.4,0.3,7.8,6.3
30979,Tran Ngoc Duy,B21DCCN034,8.9,0.6,8.5,7.2,6.3
30980,Vu Quoc Dung,B24DCCN945,9.3,8.0,6.5,7.2,7.8
30981,Pham Quoc Huong,B22DCVT130,9.9,1.0,2.7,3.6,4.3
30982,Dang Duc Minh,B23DCKT421,9.5,1.4,7.3,6.7,6.2
30983,Vu Van Vy,B21DCQT819,6.6,7.0,1.5,0.8,4.0
30984,Huynh Ngoc Thao,B24DCVT133,7.3,7.4,9.3,10.0,8.5
30985,Dinh Quoc Giang,B21DCMR939,6.5,2.5,3.7,9.6,5.6
30986,Ho Minh Nhi,B22DCPT344,8.8,9.1,3.6,9.3,7.7
30987,Ta Van Chau,B23DCPT697,9.7,7.4,1.2,9.9,7.1
30988,Doan Thu Phuc,B23DCMR779,9.5,10.0,8.3,7.0,8.7
30989,Pham Thi Thang,B21DCKH049,9.3,1.0,3.3,3.7,4.3
30990,Dang Quoc Anh,B23DCKH669,9.5,3.5,1.8,7.7,5.6
30991,Mai Thu Hoa,B24DCKT328,9.5,9.4,2.3,4.0,6.3
30992,Dinh Thanh Anh,B23DCPT360,9.1,1.5,2.7,1.8,3.8
30993,Bui Quoc Quan,B23DCAT401,6.2,3.5,2.3,4.3,4.1
30994,Do Minh Hai,B24DCQT277,8.9,0.3,7.9,8.0,6.3
30995,Mai Dinh Ly,B23DCCN641,9.1,6.8,1.7,3.7,5.3
30996,Nguyen Gia Giang,B24DCKT067,7.8,4.1,6.0,6.5,6.1
30997,Vu Bao Ngoc,B21DCBC760,8.1,8.0,5.9,5.1,6.8
30998,Tran Huu Huong,B23DCAT900,7.1,1.5,5.6,2.7,4.2
30999,Ly Manh Anh,B21DCPT037,6.7,0.6,2.1,7.9,4.3
31000,Vu Dinh Huong,B23DCVT360,6.9,3.2,7.8,7.2,6.3
31001,Ho Thi Hieu,B21DCQT476,8.3,0.0,4.4,2.3,3.8
31002,Ly Xuan Huong,B24DCKH066,9.3,0.8,8.5,6.7,6.3
31003,Pham Cong Thao,B21DCFT663,9.2,2.1,1.5,6.2,4.8
31004,Tran Quoc Ngan,B23DCAT023,8.5,6.0,2.6,8.8,6.5
31005,Tran Cong Phong,B21DCAT073,6.3,2.5,4.9,2.3,4.0
31006,Phan Dinh Thang,B21DCAT548,7.7,5.0,8.0,2.5,5.8
31007,Phan Minh Anh,B23DCCN567,7.8,8.7,5.9,0.6,5.8
31008,Pham Ngoc Quan,B21DCBC696,6.4,5.6,5.9,6.7,6.1
31009,Vo Van Viet,B24DCVT765,8.6,1.1,8.1,9.3,6.8
31010,Hoang Cong Hai,B22DCVT047,8.4,9.4,0.8,8.9,6.9
31011,Le Thu Huong,B23DCVT846,8.0,8.2,7.7,9.2,8.3
31012,Tran Dinh Linh,B22DCVT440,9.5,7.5,0.4,1.9,4.8
31013,Mai Cong Khanh,B24DCMR507,7.5,7.3,3.8,4.9,5.9
31014,Huynh Dinh Long,B21DCKH993,8.4,0.8,7.9,4.9,5.5
31015,Pham Minh Bao,B21DCVT520,8.3,3.0,8.2,1.2,5.2
31016,Ta Minh Son,B22DCBC898,7.6,2.9,0.6,3.1,3.5
31017,Pham Ngoc Mai,B24DCAT881,6.1,6.4,3.0,5.0,5.1
31018,Pham Minh Phuong,B24DCAT781,8.6,0.1,8.2,2.5,4.8
31019,Le Minh Khanh,B22DCMR888,9.4,4.5,8.8,9.9,8.2
31020,Dang Dinh Vy,B21DCBC316,8.2,8.9,4.8,1.0,5.7
